code_module,gender,region,highest_education,age_band,num_of_prev_attempts,studied_credits,disability,final_result
BBB,F,East Anglian Region,Lower Than A Level,0-35,0,60,N,Pass
BBB,F,East Anglian Region,Lower Than A Level,35-55,0,60,Y,Pass
BBB,F,London Region,Lower Than A Level,0-35,0,120,N,Pass
FFF,M,South Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,F,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,West Midlands Region,Lower Than A Level,0-35,0,60,Y,Pass
DDD,M,Wales,A Level or Equivalent,35-55,1,120,N,Withdrawn
FFF,M,East Midlands Region,Lower Than A Level,0-35,1,180,N,Withdrawn
DDD,M,Wales,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,South Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
FFF,M,London Region,Lower Than A Level,0-35,0,90,N,Fail
DDD,M,Scotland,A Level or Equivalent,0-35,0,270,N,Withdrawn
FFF,M,London Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,Scotland,A Level or Equivalent,0-35,0,90,N,Pass
BBB,F,South East Region,Lower Than A Level,0-35,0,60,N,Pass
BBB,F,Scotland,HE Qualification,35-55,0,60,Y,Pass
BBB,F,Wales,A Level or Equivalent,0-35,1,120,N,Fail
BBB,F,West Midlands Region,A Level or Equivalent,0-35,1,60,N,Fail
GGG,F,South East Region,Lower Than A Level,0-35,0,30,Y,Fail
EEE,M,London Region,Lower Than A Level,0-35,0,60,N,Fail
GGG,F,North Western Region,Lower Than A Level,35-55,0,30,N,Pass
DDD,M,East Anglian Region,Lower Than A Level,35-55,1,180,N,Pass
BBB,F,Wales,Lower Than A Level,0-35,0,60,N,Pass
DDD,F,Yorkshire Region,HE Qualification,0-35,1,120,N,Fail
DDD,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
BBB,F,London Region,HE Qualification,0-35,0,60,N,Withdrawn
FFF,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,North Western Region,No Formal quals,0-35,1,120,N,Pass
BBB,F,Wales,HE Qualification,0-35,0,240,N,Withdrawn
EEE,M,Scotland,HE Qualification,0-35,0,60,N,Pass
FFF,M,Ireland,A Level or Equivalent,0-35,0,90,N,Withdrawn
FFF,M,London Region,Lower Than A Level,35-55,0,90,N,Withdrawn
EEE,M,North Western Region,A Level or Equivalent,35-55,0,60,N,Pass
DDD,M,South East Region,A Level or Equivalent,35-55,3,60,Y,Fail
FFF,M,North Western Region,Lower Than A Level,0-35,0,60,N,Pass
BBB,M,East Anglian Region,A Level or Equivalent,35-55,2,60,N,Pass
DDD,F,Yorkshire Region,A Level or Equivalent,35-55,0,60,N,Pass
FFF,F,East Midlands Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,South Region,A Level or Equivalent,0-35,0,150,N,Pass
EEE,M,East Midlands Region,Lower Than A Level,35-55,0,30,Y,Pass
DDD,M,London Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
CCC,M,South Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
DDD,M,North Region,Lower Than A Level,0-35,0,60,N,Fail
BBB,F,North Western Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,M,Ireland,Lower Than A Level,0-35,0,60,N,Pass
CCC,M,North Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,East Anglian Region,HE Qualification,0-35,0,120,N,Withdrawn
BBB,F,East Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,F,North Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,F,Wales,A Level or Equivalent,0-35,0,190,N,Pass
FFF,M,Yorkshire Region,Lower Than A Level,0-35,0,60,N,Fail
EEE,M,Wales,A Level or Equivalent,0-35,0,60,N,Withdrawn
FFF,M,Ireland,Lower Than A Level,35-55,0,60,N,Fail
DDD,F,North Region,HE Qualification,0-35,0,60,N,Pass
BBB,F,London Region,HE Qualification,0-35,0,120,N,Withdrawn
FFF,M,East Midlands Region,A Level or Equivalent,0-35,0,120,N,Pass
BBB,F,London Region,No Formal quals,0-35,0,60,N,Fail
FFF,M,South Region,A Level or Equivalent,0-35,0,120,N,Pass
GGG,F,South West Region,A Level or Equivalent,0-35,0,30,N,Fail
FFF,M,South East Region,Lower Than A Level,35-55,0,90,N,Pass
DDD,F,London Region,Lower Than A Level,0-35,0,120,N,Pass
EEE,M,East Anglian Region,Lower Than A Level,0-35,0,30,N,Withdrawn
FFF,M,East Anglian Region,Lower Than A Level,35-55,0,60,N,Fail
GGG,M,South East Region,Lower Than A Level,0-35,0,30,N,Fail
FFF,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Withdrawn
EEE,M,South Region,Lower Than A Level,0-35,0,30,N,Pass
DDD,F,South Region,Lower Than A Level,0-35,0,60,N,Pass
DDD,M,South East Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
CCC,M,East Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
DDD,M,West Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,F,East Midlands Region,Lower Than A Level,0-35,0,120,N,Withdrawn
EEE,M,East Anglian Region,A Level or Equivalent,0-35,0,90,Y,Withdrawn
DDD,M,South West Region,Lower Than A Level,0-35,0,110,N,Pass
BBB,F,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
BBB,F,East Midlands Region,A Level or Equivalent,0-35,1,120,N,Withdrawn
BBB,F,Wales,Lower Than A Level,0-35,2,60,N,Fail
BBB,F,South West Region,Lower Than A Level,35-55,1,60,N,Fail
BBB,F,West Midlands Region,A Level or Equivalent,0-35,1,120,N,Withdrawn
DDD,F,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,F,London Region,Post Graduate Qualification,35-55,2,180,N,Fail
DDD,M,West Midlands Region,Lower Than A Level,35-55,2,120,N,Pass
GGG,F,North Western Region,No Formal quals,0-35,0,30,N,Withdrawn
BBB,F,London Region,A Level or Equivalent,35-55,0,60,N,Fail
DDD,F,Scotland,HE Qualification,0-35,0,120,N,Withdrawn
FFF,M,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,London Region,A Level or Equivalent,0-35,1,210,N,Fail
GGG,F,North Western Region,A Level or Equivalent,0-35,0,30,N,Fail
FFF,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Withdrawn
GGG,M,East Anglian Region,Lower Than A Level,0-35,0,30,N,Withdrawn
EEE,M,Wales,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,M,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,London Region,Lower Than A Level,35-55,0,90,N,Fail
DDD,F,Scotland,HE Qualification,0-35,0,90,N,Fail
FFF,M,Yorkshire Region,A Level or Equivalent,0-35,0,60,N,Pass
CCC,M,Scotland,HE Qualification,35-55,0,60,N,Withdrawn
GGG,M,West Midlands Region,A Level or Equivalent,0-35,0,30,N,Pass
DDD,M,North Region,Lower Than A Level,35-55,0,60,N,Withdrawn
FFF,M,East Anglian Region,A Level or Equivalent,0-35,0,120,N,Pass
BBB,F,Wales,HE Qualification,35-55,1,60,N,Pass
FFF,M,Yorkshire Region,A Level or Equivalent,0-35,1,120,Y,Pass
GGG,F,South East Region,Lower Than A Level,35-55,0,30,N,Fail
CCC,M,Wales,Lower Than A Level,0-35,0,60,N,Fail
DDD,F,Wales,Lower Than A Level,0-35,0,120,N,Pass
BBB,F,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,North Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
FFF,M,Scotland,Lower Than A Level,0-35,0,60,N,Withdrawn
CCC,M,East Anglian Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
BBB,F,East Midlands Region,A Level or Equivalent,0-35,1,120,N,Fail
DDD,M,West Midlands Region,A Level or Equivalent,0-35,1,60,N,Pass
EEE,M,North Western Region,Lower Than A Level,0-35,0,30,N,Fail
EEE,M,Scotland,HE Qualification,0-35,0,60,N,Pass
DDD,M,South West Region,A Level or Equivalent,0-35,0,90,Y,Pass
BBB,F,London Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,West Midlands Region,A Level or Equivalent,0-35,1,120,N,Pass
FFF,M,Yorkshire Region,A Level or Equivalent,0-35,0,60,N,Fail
GGG,M,London Region,Lower Than A Level,35-55,0,30,N,Pass
CCC,M,London Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
BBB,F,East Midlands Region,Lower Than A Level,35-55,0,60,N,Withdrawn
BBB,F,East Anglian Region,Lower Than A Level,0-35,0,120,N,Withdrawn
DDD,F,London Region,A Level or Equivalent,35-55,0,120,N,Withdrawn
BBB,F,Wales,Lower Than A Level,35-55,0,60,Y,Withdrawn
BBB,F,South West Region,A Level or Equivalent,0-35,0,120,N,Pass
FFF,M,North Western Region,Lower Than A Level,35-55,0,120,Y,Pass
FFF,M,East Anglian Region,A Level or Equivalent,0-35,0,60,Y,Pass
BBB,F,Wales,Lower Than A Level,0-35,0,120,N,Pass
DDD,M,South West Region,HE Qualification,35-55,0,60,N,Pass
BBB,F,South West Region,HE Qualification,0-35,0,120,N,Withdrawn
AAA,M,South West Region,HE Qualification,55<=,0,60,N,Pass
BBB,F,East Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
DDD,M,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,London Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,Scotland,Lower Than A Level,0-35,1,120,N,Withdrawn
GGG,F,East Anglian Region,No Formal quals,0-35,0,30,N,Fail
BBB,F,South East Region,A Level or Equivalent,35-55,0,60,N,Fail
DDD,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,M,East Midlands Region,A Level or Equivalent,0-35,0,120,N,Pass
DDD,M,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,North Western Region,Lower Than A Level,35-55,0,120,N,Pass
CCC,M,North Western Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,Scotland,HE Qualification,35-55,0,70,N,Pass
CCC,M,Wales,A Level or Equivalent,0-35,0,60,N,Fail
CCC,F,Ireland,A Level or Equivalent,0-35,0,90,N,Withdrawn
BBB,F,North Western Region,A Level or Equivalent,0-35,0,75,N,Pass
FFF,M,Wales,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,South Region,HE Qualification,35-55,0,60,N,Pass
FFF,M,Scotland,A Level or Equivalent,35-55,0,60,N,Pass
DDD,M,South Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
GGG,M,East Anglian Region,Lower Than A Level,35-55,0,30,Y,Pass
DDD,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,Wales,A Level or Equivalent,0-35,0,60,N,Pass
CCC,M,London Region,A Level or Equivalent,0-35,0,30,N,Pass
GGG,F,South West Region,A Level or Equivalent,35-55,0,90,N,Pass
BBB,M,West Midlands Region,HE Qualification,0-35,1,60,N,Pass
FFF,M,South East Region,HE Qualification,35-55,1,150,N,Pass
BBB,M,South Region,A Level or Equivalent,0-35,0,60,Y,Pass
DDD,F,South West Region,Lower Than A Level,0-35,1,120,N,Fail
DDD,F,East Anglian Region,A Level or Equivalent,35-55,0,60,N,Pass
BBB,F,Wales,A Level or Equivalent,35-55,0,60,N,Withdrawn
BBB,F,South West Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
BBB,F,Scotland,Lower Than A Level,0-35,0,60,N,Fail
BBB,F,East Anglian Region,A Level or Equivalent,0-35,0,75,N,Pass
FFF,M,Ireland,A Level or Equivalent,0-35,0,120,N,Pass
BBB,F,South East Region,Lower Than A Level,0-35,0,60,N,Withdrawn
GGG,F,Wales,No Formal quals,35-55,0,30,N,Fail
EEE,F,Scotland,A Level or Equivalent,0-35,2,60,N,Withdrawn
DDD,M,West Midlands Region,A Level or Equivalent,0-35,0,180,N,Pass
FFF,M,Ireland,Lower Than A Level,35-55,0,120,N,Fail
DDD,F,East Anglian Region,A Level or Equivalent,35-55,2,60,Y,Fail
BBB,M,South Region,HE Qualification,0-35,0,60,N,Withdrawn
EEE,F,West Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,F,East Anglian Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
BBB,F,Wales,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,London Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,South East Region,A Level or Equivalent,0-35,0,90,N,Fail
FFF,M,North Western Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,F,Scotland,HE Qualification,0-35,0,90,N,Pass
DDD,M,South East Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
DDD,M,South Region,Lower Than A Level,35-55,0,120,N,Pass
DDD,F,Wales,Lower Than A Level,0-35,1,60,N,Fail
EEE,M,Scotland,HE Qualification,0-35,0,30,N,Pass
EEE,M,East Anglian Region,Lower Than A Level,0-35,0,90,N,Withdrawn
FFF,M,North Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
CCC,F,Ireland,HE Qualification,0-35,0,120,N,Pass
FFF,M,North Region,Lower Than A Level,0-35,0,120,N,Pass
CCC,M,South East Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,West Midlands Region,A Level or Equivalent,0-35,0,120,N,Pass
FFF,M,East Midlands Region,Lower Than A Level,0-35,1,120,N,Withdrawn
BBB,F,Scotland,Lower Than A Level,0-35,0,60,N,Pass
GGG,F,South Region,Lower Than A Level,35-55,0,30,N,Pass
FFF,F,North Western Region,A Level or Equivalent,0-35,0,60,N,Fail
GGG,F,South Region,Lower Than A Level,0-35,0,30,N,Pass
BBB,F,Wales,A Level or Equivalent,0-35,0,60,N,Pass
EEE,M,South Region,HE Qualification,0-35,0,30,N,Pass
DDD,F,South East Region,A Level or Equivalent,0-35,1,120,N,Pass
FFF,M,North Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,Wales,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,London Region,A Level or Equivalent,0-35,1,90,N,Pass
BBB,F,London Region,No Formal quals,0-35,0,240,N,Withdrawn
FFF,M,North Western Region,Lower Than A Level,0-35,0,120,N,Fail
EEE,M,South West Region,Lower Than A Level,0-35,0,60,N,Fail
GGG,F,East Midlands Region,A Level or Equivalent,0-35,0,30,N,Fail
EEE,M,East Midlands Region,Lower Than A Level,0-35,1,60,Y,Pass
AAA,M,East Anglian Region,A Level or Equivalent,35-55,0,120,N,Pass
FFF,F,Wales,A Level or Equivalent,0-35,0,60,N,Withdrawn
CCC,F,South Region,A Level or Equivalent,0-35,0,60,N,Pass
AAA,F,London Region,A Level or Equivalent,0-35,0,120,N,Pass
DDD,M,Wales,Lower Than A Level,0-35,0,60,N,Withdrawn
EEE,M,Scotland,Lower Than A Level,0-35,0,90,N,Fail
EEE,M,South Region,Lower Than A Level,35-55,0,60,N,Pass
DDD,M,London Region,Lower Than A Level,0-35,0,150,Y,Withdrawn
CCC,M,South East Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
BBB,F,East Midlands Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
BBB,F,South West Region,A Level or Equivalent,35-55,0,60,N,Pass
FFF,M,South West Region,Lower Than A Level,0-35,0,210,N,Withdrawn
BBB,M,Wales,Lower Than A Level,0-35,0,60,N,Pass
BBB,F,Scotland,A Level or Equivalent,35-55,0,60,N,Pass
FFF,M,Ireland,A Level or Equivalent,0-35,1,120,N,Fail
GGG,F,East Anglian Region,Lower Than A Level,0-35,0,30,Y,Fail
BBB,F,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,M,South Region,HE Qualification,0-35,0,60,N,Withdrawn
CCC,M,North Western Region,Lower Than A Level,0-35,0,90,N,Withdrawn
DDD,F,East Anglian Region,A Level or Equivalent,0-35,1,120,N,Withdrawn
DDD,M,South West Region,Lower Than A Level,0-35,0,60,N,Pass
GGG,F,London Region,Lower Than A Level,0-35,0,30,N,Withdrawn
CCC,M,Wales,Lower Than A Level,0-35,0,90,N,Fail
BBB,F,West Midlands Region,A Level or Equivalent,0-35,0,90,N,Fail
BBB,F,Wales,A Level or Equivalent,0-35,0,60,N,Withdrawn
FFF,F,South East Region,Lower Than A Level,0-35,0,60,N,Pass
DDD,F,South Region,A Level or Equivalent,0-35,0,90,Y,Withdrawn
FFF,F,South Region,HE Qualification,0-35,0,60,N,Pass
DDD,M,East Anglian Region,A Level or Equivalent,35-55,0,60,N,Fail
GGG,F,East Midlands Region,A Level or Equivalent,35-55,0,30,N,Fail
DDD,M,Scotland,Lower Than A Level,35-55,0,60,N,Fail
GGG,F,London Region,A Level or Equivalent,0-35,0,30,N,Fail
DDD,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Fail
DDD,F,South West Region,A Level or Equivalent,0-35,0,90,Y,Withdrawn
DDD,F,North Region,No Formal quals,0-35,0,120,N,Pass
GGG,F,North Region,Lower Than A Level,0-35,0,30,N,Pass
AAA,F,Scotland,HE Qualification,0-35,0,90,N,Withdrawn
BBB,F,Wales,Lower Than A Level,0-35,0,120,N,Fail
CCC,M,London Region,Lower Than A Level,0-35,0,120,Y,Pass
CCC,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Fail
DDD,F,Scotland,HE Qualification,35-55,1,60,N,Pass
CCC,M,South Region,A Level or Equivalent,0-35,0,120,Y,Withdrawn
CCC,M,West Midlands Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
BBB,F,South East Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
CCC,M,South West Region,Lower Than A Level,0-35,0,60,N,Pass
BBB,M,West Midlands Region,Lower Than A Level,0-35,0,60,Y,Pass
FFF,F,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,London Region,Lower Than A Level,35-55,0,60,N,Withdrawn
FFF,M,North Region,A Level or Equivalent,0-35,0,70,N,Pass
DDD,M,South Region,A Level or Equivalent,35-55,1,90,N,Pass
BBB,F,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
FFF,F,North Western Region,Lower Than A Level,0-35,0,60,N,Fail
CCC,M,South West Region,A Level or Equivalent,35-55,1,30,N,Fail
BBB,M,London Region,HE Qualification,55<=,0,60,N,Withdrawn
CCC,M,Ireland,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,Scotland,A Level or Equivalent,0-35,0,150,N,Withdrawn
FFF,M,South East Region,Lower Than A Level,0-35,1,210,N,Pass
DDD,M,South West Region,A Level or Equivalent,0-35,0,120,Y,Withdrawn
GGG,F,London Region,Lower Than A Level,35-55,0,30,N,Pass
GGG,F,London Region,A Level or Equivalent,0-35,0,30,Y,Pass
FFF,M,North Region,Lower Than A Level,0-35,0,60,N,Pass
BBB,F,Scotland,A Level or Equivalent,35-55,0,60,N,Pass
DDD,M,North Region,HE Qualification,0-35,0,120,N,Pass
FFF,M,Wales,A Level or Equivalent,0-35,0,180,Y,Pass
BBB,F,Wales,Lower Than A Level,35-55,0,60,N,Pass
BBB,F,West Midlands Region,Lower Than A Level,0-35,0,60,N,Fail
CCC,M,North Western Region,Lower Than A Level,0-35,0,30,N,Pass
FFF,M,East Anglian Region,Lower Than A Level,0-35,0,60,Y,Pass
DDD,F,South West Region,HE Qualification,0-35,0,60,N,Pass
CCC,M,West Midlands Region,HE Qualification,0-35,0,120,N,Withdrawn
CCC,M,Yorkshire Region,No Formal quals,0-35,0,90,N,Withdrawn
FFF,M,East Midlands Region,A Level or Equivalent,35-55,0,60,N,Pass
EEE,M,South West Region,A Level or Equivalent,0-35,0,30,N,Pass
DDD,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail
DDD,M,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
EEE,M,London Region,Lower Than A Level,0-35,0,60,Y,Fail
CCC,M,South Region,A Level or Equivalent,0-35,0,120,Y,Withdrawn
AAA,F,South East Region,A Level or Equivalent,35-55,0,60,N,Pass
BBB,F,Wales,Lower Than A Level,35-55,0,120,N,Fail
BBB,F,North Western Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,F,South West Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,West Midlands Region,Lower Than A Level,35-55,0,120,N,Fail
FFF,M,Ireland,A Level or Equivalent,35-55,0,90,N,Pass
CCC,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,East Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
DDD,M,North Western Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
CCC,M,Yorkshire Region,HE Qualification,0-35,0,60,N,Withdrawn
BBB,F,Wales,A Level or Equivalent,35-55,0,60,N,Withdrawn
BBB,F,Scotland,A Level or Equivalent,0-35,0,60,Y,Pass
BBB,F,Wales,HE Qualification,0-35,0,60,N,Pass
DDD,M,Yorkshire Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,M,London Region,Lower Than A Level,35-55,0,120,N,Withdrawn
CCC,M,South West Region,Lower Than A Level,35-55,0,60,N,Withdrawn
CCC,F,South West Region,A Level or Equivalent,35-55,0,30,N,Pass
BBB,M,West Midlands Region,Lower Than A Level,0-35,0,60,N,Fail
BBB,F,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail
EEE,M,South Region,A Level or Equivalent,0-35,1,90,N,Pass
BBB,F,Wales,Lower Than A Level,0-35,0,120,N,Fail
DDD,M,Wales,A Level or Equivalent,0-35,0,120,N,Fail
DDD,F,London Region,A Level or Equivalent,0-35,0,120,N,Pass
EEE,M,South West Region,Lower Than A Level,0-35,0,60,N,Pass
EEE,M,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
CCC,M,South Region,Lower Than A Level,0-35,0,120,N,Fail
CCC,M,North Region,Lower Than A Level,35-55,0,55,N,Withdrawn
FFF,M,West Midlands Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
DDD,M,South East Region,A Level or Equivalent,0-35,0,120,Y,Withdrawn
BBB,F,Scotland,Lower Than A Level,35-55,0,120,N,Fail
FFF,M,South West Region,Lower Than A Level,35-55,0,60,N,Fail
FFF,F,South Region,A Level or Equivalent,0-35,0,60,Y,Pass
FFF,M,South East Region,A Level or Equivalent,0-35,0,180,N,Withdrawn
BBB,F,East Midlands Region,Lower Than A Level,35-55,0,60,N,Fail
FFF,F,East Midlands Region,Lower Than A Level,35-55,0,300,N,Withdrawn
DDD,F,London Region,HE Qualification,35-55,1,120,N,Pass
DDD,M,South West Region,A Level or Equivalent,35-55,2,120,N,Withdrawn
DDD,M,Yorkshire Region,A Level or Equivalent,0-35,0,120,Y,Withdrawn
DDD,M,Scotland,A Level or Equivalent,0-35,0,120,N,Pass
FFF,M,East Anglian Region,Lower Than A Level,0-35,0,90,N,Withdrawn
CCC,M,Scotland,HE Qualification,35-55,0,90,N,Pass
BBB,F,North Western Region,A Level or Equivalent,35-55,0,90,N,Fail
DDD,M,London Region,HE Qualification,0-35,1,120,N,Withdrawn
BBB,F,West Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
CCC,F,South East Region,A Level or Equivalent,0-35,0,90,N,Pass
FFF,M,North Region,HE Qualification,35-55,0,180,N,Withdrawn
FFF,F,South Region,A Level or Equivalent,0-35,1,60,N,Pass
GGG,F,West Midlands Region,Lower Than A Level,35-55,0,30,N,Pass
CCC,F,London Region,Lower Than A Level,35-55,0,60,N,Fail
GGG,F,London Region,Lower Than A Level,0-35,0,30,N,Withdrawn
BBB,F,Yorkshire Region,A Level or Equivalent,0-35,0,60,N,Pass
GGG,F,East Anglian Region,Lower Than A Level,35-55,0,30,N,Pass
CCC,M,South West Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,F,South Region,Lower Than A Level,0-35,0,90,N,Pass
DDD,F,South West Region,A Level or Equivalent,0-35,0,60,N,Fail
GGG,M,South West Region,Lower Than A Level,0-35,0,30,N,Pass
DDD,M,Yorkshire Region,Lower Than A Level,0-35,0,120,N,Withdrawn
BBB,F,Yorkshire Region,Lower Than A Level,35-55,0,60,N,Pass
DDD,F,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
GGG,M,South East Region,Lower Than A Level,0-35,0,30,N,Pass
EEE,M,East Anglian Region,A Level or Equivalent,0-35,0,30,N,Pass
EEE,F,Scotland,HE Qualification,0-35,0,60,Y,Pass
FFF,M,Yorkshire Region,Lower Than A Level,35-55,1,120,N,Pass
GGG,M,North Western Region,Lower Than A Level,35-55,0,30,N,Fail
CCC,M,Wales,A Level or Equivalent,35-55,0,180,N,Fail
BBB,M,West Midlands Region,A Level or Equivalent,0-35,0,180,N,Withdrawn
DDD,M,North Region,Lower Than A Level,0-35,0,120,N,Pass
DDD,F,South Region,A Level or Equivalent,0-35,0,60,Y,Fail
GGG,F,East Anglian Region,A Level or Equivalent,0-35,0,30,N,Fail
BBB,F,Ireland,A Level or Equivalent,0-35,0,60,N,Fail
FFF,F,Yorkshire Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,London Region,Lower Than A Level,0-35,0,120,N,Fail
EEE,M,Scotland,Lower Than A Level,0-35,0,30,N,Pass
GGG,F,North Western Region,A Level or Equivalent,0-35,1,60,N,Withdrawn
BBB,F,West Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
EEE,M,East Midlands Region,Lower Than A Level,35-55,0,30,N,Fail
FFF,M,Scotland,HE Qualification,0-35,0,60,N,Fail
BBB,F,South West Region,Lower Than A Level,0-35,0,120,N,Pass
BBB,F,South West Region,HE Qualification,0-35,0,120,N,Pass
DDD,F,North Western Region,Lower Than A Level,0-35,0,60,N,Pass
CCC,M,North Western Region,Lower Than A Level,0-35,0,120,Y,Withdrawn
FFF,M,North Western Region,Lower Than A Level,0-35,0,90,N,Fail
BBB,F,London Region,Lower Than A Level,0-35,0,180,N,Withdrawn
BBB,F,West Midlands Region,Lower Than A Level,0-35,1,180,N,Pass
DDD,F,South West Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
FFF,M,North Western Region,A Level or Equivalent,0-35,0,120,N,Pass
AAA,F,South West Region,A Level or Equivalent,0-35,0,120,Y,Pass
EEE,F,Scotland,A Level or Equivalent,0-35,0,120,N,Pass
GGG,F,London Region,Lower Than A Level,0-35,0,30,N,Pass
GGG,F,East Anglian Region,Lower Than A Level,0-35,0,30,N,Fail
FFF,M,East Anglian Region,A Level or Equivalent,0-35,0,180,N,Withdrawn
DDD,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Fail
FFF,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,Scotland,A Level or Equivalent,35-55,0,60,N,Pass
FFF,M,North Western Region,Lower Than A Level,35-55,0,60,N,Pass
GGG,F,London Region,A Level or Equivalent,0-35,0,30,N,Fail
DDD,M,London Region,A Level or Equivalent,0-35,0,180,N,Withdrawn
FFF,M,South West Region,A Level or Equivalent,0-35,0,60,Y,Withdrawn
AAA,M,Scotland,Post Graduate Qualification,35-55,0,60,N,Fail
EEE,M,Scotland,Post Graduate Qualification,35-55,0,115,N,Pass
FFF,M,Scotland,Lower Than A Level,35-55,0,60,N,Pass
DDD,M,North Western Region,Lower Than A Level,35-55,1,120,Y,Fail
DDD,M,North Western Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
FFF,M,South East Region,Lower Than A Level,0-35,0,120,N,Pass
DDD,F,North Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
CCC,F,Scotland,A Level or Equivalent,0-35,0,90,N,Pass
BBB,M,South East Region,A Level or Equivalent,0-35,0,120,N,Pass
FFF,M,West Midlands Region,HE Qualification,0-35,0,60,N,Pass
